URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Ofsted_Rating,RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
100852,210,Southwark,5201.0,St Anthony's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,435.0,2,No Special Classes,19-01-2017,435.0,215.0,220.0,8.4,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,16-11-2016,0,Not applicable,16-07-2018,Etherow Street,Dulwich,,London,,SE22 0LA,www.stanthonysprimary.co.uk/,2086936852.0,Mr,Ian,Croft,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000539,East Dulwich,E14000673,Dulwich and West Norwood,A1,Urban major conurbation,E09000028,534062.0,174062.0,,Southwark 032,Southwark 032D,,,,,,999,,,1,South East & South London,,200003468828.0,,E02000838,E01003958
100853,210,Southwark,5203.0,St Joseph's Catholic Junior School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,4,Non-selective,240.0,2,No Special Classes,19-01-2017,237.0,115.0,120.0,13.5,0,Not applicable,,,Not applicable,,Supported by a federation,2006.0,St Joseph's Camberwell Catholic Schools' Federation,,,Not applicable,28-03-2017,0,Not applicable,16-07-2018,Pitman Street,Camberwell,,London,,SE5 0TS,http://www.stjosephs.southwark.sch.uk,2077033455.0,Mr,Patrick,Reilly,Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,H,London,E09000028,Southwark,E05000535,Camberwell Green,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,532109.0,177303.0,,Southwark 021,Southwark 021F,,,,,,999,,,1,South East & South London,,200003495033.0,,E02000827,E01003926
100854,210,Southwark,5204.0,St Joseph's Catholic Infants School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,5.0,7.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,180.0,2,No Special Classes,19-01-2017,158.0,85.0,75.0,17.7,0,Not applicable,,,Not applicable,,Supported by a federation,2006.0,St Joseph's Camberwell Catholic Schools' Federation,,,Not applicable,22-03-2018,0,Not applicable,16-07-2018,Pitman Street,Camberwell,,London,,SE5 0TS,www.stjosephs.southwark.sch.uk/,2077039264.0,Mrs,Anita,Gallagher,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000535,Camberwell Green,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,532109.0,177303.0,,Southwark 021,Southwark 021F,,,,,,999,,,1,South East & South London,,200003495033.0,,E02000827,E01003926
100855,210,Southwark,5205.0,Friars Primary Foundation School,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,0,Not applicable,210.0,2,No Special Classes,19-01-2017,210.0,100.0,110.0,14,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,,,Not applicable,17-05-2018,0,Not applicable,30-07-2018,Webber Street,Blackfriars,,London,,SE1 0RF,www.friars.southwark.sch.uk/,2072071807.0,Mr,Justin,Burtt,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000536,Cathedrals,E14000553,Bermondsey and Old Southwark,A1,Urban major conurbation,E09000028,531739.0,179767.0,,Southwark 034,Southwark 034D,,,,,,999,,,1,South East & South London,,200003496839.0,,E02006802,E01032583
100857,210,Southwark,5402.0,The St Thomas the Apostle College,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,1,Boys,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,1,Comprehensive (secondary),960.0,2,No Special Classes,19-01-2017,747.0,735.0,10.0,23.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10016208.0,,Not applicable,28-11-2014,0,Not applicable,16-07-2018,Hollydale Road,Nunhead,,London,,SE15 2EB,http://www.stac.uk.com/,2076390106.0,Mr,Eamon,Connolly,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000545,Nunhead,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,535096.0,176433.0,,Southwark 023,Southwark 023C,,,,,,999,,,2,South East & South London,,200003493834.0,,E02000829,E01004004
100859,210,Southwark,5404.0,Notre Dame Roman Catholic Girls' School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,16.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,2,Girls,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,1,Comprehensive (secondary),620.0,2,No Special Classes,19-01-2017,622.0,0.0,620.0,24.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10016723.0,,Not applicable,22-11-2012,0,Not applicable,16-07-2018,118 St George's Road,,,London,,SE1 6EX,http://www.notredame.southwark.sch.uk/,2072611121.0,Sister,Anne Marie,Niblock,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000536,Cathedrals,E14000553,Bermondsey and Old Southwark,A1,Urban major conurbation,E09000028,531562.0,179260.0,,Southwark 034,Southwark 034A,,,,,,999,,,2,South East & South London,,200003372418.0,,E02006802,E01003930
100872,210,Southwark,7007.0,Highshore School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,138.0,1,Has Special Classes,19-01-2017,130.0,95.0,35.0,59.1,0,Not applicable,,,Not applicable,,Not under a federation,,,10015744.0,,Not applicable,28-11-2017,0,Not applicable,16-07-2018,135 Farmers Road,Camberwell,,London,,SE5 0TW,www.highshore.southwark.sch.uk,2077086790.0,Mrs,E,Ollieuz,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",MLD - Moderate Learning Difficulty,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000535,Camberwell Green,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,531952.0,177212.0,,Southwark 021,Southwark 021F,,,,,,999,,,1,South East & South London,,10091664698.0,,E02000827,E01003926
100873,210,Southwark,7048.0,Spa School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,99,,,0,Not applicable,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,100.0,1,Has Special Classes,19-01-2017,97.0,80.0,15.0,37.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10017673.0,,Not applicable,02-12-2015,0,Not applicable,16-07-2018,Monnow Road,,,London,,SE1 5RN,www.spa.southwark.sch.uk,2072373714.0,Mr,Simon,Eccles,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000550,South Bermondsey,E14000553,Bermondsey and Old Southwark,A1,Urban major conurbation,E09000028,534252.0,178747.0,,Southwark 010,Southwark 010E,,,,,,999,,,2,South East & South London,,200003371869.0,,E02000816,E01004043
100878,210,Southwark,7126.0,Haymerle School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,5.0,11.0,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,77.0,1,Has Special Classes,19-01-2017,75.0,65.0,10.0,52,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,12-03-2015,0,Not applicable,16-07-2018,Haymerle Road,,,London,,SE15 6SY,www.haymerle.southwark.sch.uk,2076396080.0,Miss,Elizabeth,Nolan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,SEN Unit,,,0.0,0.0,H,London,E09000028,Southwark,E05000543,Livesey,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,534130.0,177566.0,,Southwark 018,Southwark 018D,,,,,,999,,,1,South East & South London,,200003400125.0,,E02000824,E01003990
100880,210,Southwark,7174.0,Tuke School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,90.0,1,Has Special Classes,19-01-2017,67.0,45.0,20.0,64.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10015953.0,,Not applicable,07-06-2016,0,Not applicable,16-07-2018,Daniel Gardens,Peckham,,London,,SE15 6ER,http://www.tukeschool.co.uk/,2075258002.0,Ms,Heidi,Tully,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,Resource Provision and SEN Unit,,,,,H,London,E09000028,Southwark,E05000546,Peckham,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,533550.0,177449.0,,Southwark 019,Southwark 019C,,,,,,999,,,2,South East & South London,,10090284182.0,,E02000825,E01004012
100890,211,Tower Hamlets,2043.0,Ben Jonson Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,19-01-2017,625.0,305.0,320.0,32.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,01-11-2017,0,Not applicable,16-07-2018,Harford Street,Stepney,,London,,E1 4PZ,www.benjonson.towerhamlets.sch.uk,2077904110.0,Ms,Monica,Forty,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009329,St Dunstan's,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,536179.0,182059.0,,Tower Hamlets 019,Tower Hamlets 019A,,,,,,999,,,1,East of England & North East London,,6049032.0,,E02000882,E01004284
100891,211,Tower Hamlets,2056.0,Bonner Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,5.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,840.0,2,No Special Classes,19-01-2017,796.0,425.0,370.0,28.5,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,30-01-2007,0,Not applicable,16-07-2018,Stainsbury Street,Bethnal Green,,London,,E2 0NF,www.bonner.towerhamlets.sch.uk/,2089801004.0,Mr,M,Tune,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009317,Bethnal Green,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,535452.0,183006.0,,Tower Hamlets 007,Tower Hamlets 007D,,,,,,999,,,2,East of England & North East London,,6038359.0,,E02000870,E01004266
100892,211,Tower Hamlets,2059.0,Old Palace Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,2,No Special Classes,19-01-2017,414.0,205.0,205.0,18.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,07-07-2009,0,Not applicable,16-07-2018,St Leonard's Street,Bow,,London,,E3 3BT,http://www.oldpalaceprimary.co.uk,2089803020.0,Mr,Gary,Palmer,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009321,Bromley North,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,537853.0,182838.0,,Tower Hamlets 008,Tower Hamlets 008B,,,,,,999,,,2,East of England & North East London,,6070383.0,,E02000871,E01004236
100893,211,Tower Hamlets,2091.0,Canon Barnett Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,315.0,2,No Special Classes,19-01-2017,284.0,150.0,135.0,26.4,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,27-03-2018,0,Not applicable,16-07-2018,Gunthorpe Street,Aldgate,,London,,E1 7RQ,www.canonbarnett.towerhamlets.sch.uk,2072479023.0,Ms,Jacqueline,Trudgeon,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009333,Spitalfields & Banglatown,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,533888.0,181473.0,,Tower Hamlets 015,Tower Hamlets 015D,,,,,,999,,,1,East of England & North East London,,6129881.0,,E02000878,E01004309
100894,211,Tower Hamlets,2097.0,Cayley Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,19-01-2017,559.0,275.0,285.0,30.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10061422.0,,Not applicable,22-03-2017,0,Not applicable,16-07-2018,Aston Street,Stepney,,London,,E14 7NG,www.cayley.towerhamlets.sch.uk/,2077901490.0,Mrs,Lissa,Samuel,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009329,St Dunstan's,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,536206.0,181504.0,,Tower Hamlets 019,Tower Hamlets 019B,,,,,,999,,,1,East of England & North East London,,6047332.0,,E02000882,E01004285
100895,211,Tower Hamlets,2099.0,Blue Gate Fields Junior School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360.0,2,No Special Classes,19-01-2017,357.0,185.0,170.0,35.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,11-06-2009,0,Not applicable,16-07-2018,King David Lane,Wapping,,London,,E1 0EH,www.bluegatefields-jun.towerhamlets.sch.uk/,2077903616.0,,Sian,Acreman,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009332,Shadwell,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,535119.0,180864.0,,Tower Hamlets 025,Tower Hamlets 025D,,,,,,999,,,2,East of England & North East London,,6024901.0,,E02000888,E01004303
100896,211,Tower Hamlets,2110.0,Chisenhale Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,351.0,2,No Special Classes,19-01-2017,355.0,185.0,170.0,24.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,17-06-2015,0,Not applicable,16-07-2018,Chisenhale Road,Bow,Chisenhale Rd,London,,E3 5QY,www.chisenhale.towerhamlets.sch.uk/,2089802584.0,Ms,Sharon,Taylor-Sezgin,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009320,Bow West,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,536115.0,183374.0,,Tower Hamlets 003,Tower Hamlets 003E,,,,,,999,,,1,East of England & North East London,,6052143.0,,E02000866,E01004234
100897,211,Tower Hamlets,2118.0,Columbia Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,450.0,2,No Special Classes,19-01-2017,449.0,215.0,235.0,26.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,03-12-2014,0,Not applicable,16-07-2018,Columbia Road,Bethnal Green,,London,Avon,E2 7RG,www.columbia.towerhamlets.sch.uk,2077393835.0,Mr,Oliver,Woodward,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009335,Weavers,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,533972.0,182914.0,,Tower Hamlets 006,Tower Hamlets 006B,,,,,,999,,,1,East of England & North East London,,6004932.0,,E02000869,E01004314
100898,211,Tower Hamlets,2144.0,Cubitt Town Junior School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,390.0,2,No Special Classes,19-01-2017,367.0,185.0,185.0,41.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,20-10-2015,0,Not applicable,16-07-2018,Manchester Road,Isle of Dogs,,London,,E14 3NE,www.cubitttown-jun.towerhamlets.sch.uk/,2079874362.0,Ms,R,Bruce,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009318,Blackwall & Cubitt Town,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,538254.0,179195.0,,Tower Hamlets 028,Tower Hamlets 028A,,,,,,999,,,1,East of England & North East London,,6081722.0,,E02000891,E01004215
100900,211,Tower Hamlets,2147.0,Cyril Jackson Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,492.0,2,No Special Classes,19-01-2017,472.0,265.0,210.0,29.4,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,09-07-2015,0,Not applicable,16-07-2018,51 Three Colt Street,Limehouse,,London,,E14 8HH,www.cyriljackson.towerhamlets.sch.uk/,2079873737.0,Mrs,Gillian,Kemp,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resource Provision,,,,20.0,H,London,E09000030,Tower Hamlets,E05009326,Limehouse,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,536813.0,180888.0,,Tower Hamlets 023,Tower Hamlets 023C,,,,,,999,,,2,East of England & North East London,,6143097.0,,E02000886,E01004255
100902,211,Tower Hamlets,2254.0,Globe Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,315.0,1,Has Special Classes,19-01-2017,369.0,200.0,170.0,37.4,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,09-11-2017,0,Not applicable,16-07-2018,Gawber Street,Bethnal Green,,London,,E2 0JH,www.globeschool.org.uk/,2089801738.0,Ms,Marie,Maxwell,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,SEN Unit,,,25.0,30.0,H,London,E09000030,Tower Hamlets,E05009317,Bethnal Green,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,535260.0,182916.0,,Tower Hamlets 007,Tower Hamlets 007D,,,,,,999,,,2,East of England & North East London,,6038802.0,,E02000870,E01004266
100903,211,Tower Hamlets,2270.0,Hague Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,210.0,2,No Special Classes,19-01-2017,209.0,95.0,115.0,28.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,28-03-2017,0,Not applicable,16-07-2018,Wilmot Street,,,London,,E2 0BP,www.hague.towerhamlets.sch.uk/,2077399574.0,Ms,Judith,Coles,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,,,,,,,,,,,,,Resource Provision,15.0,15.0,,,H,London,E09000030,Tower Hamlets,E05009331,St Peter's,E14000555,Bethnal Green and Bow,A1,Urban major conurbation,E09000030,534743.0,182456.0,,Tower Hamlets 013,Tower Hamlets 013D,,,,,,999,,,1,East of England & North East London,,6015888.0,,E02000876,E01004211
100904,211,Tower Hamlets,2281.0,Harbinger Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360.0,2,No Special Classes,19-01-2017,341.0,175.0,165.0,30.7,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,13-04-2016,0,Not applicable,16-07-2018,Cahir Street,,,London,,E14 3QP,www.harbingerschool.co.uk,2079871924.0,Ms,Mandy,Boutwood,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009324,Island Gardens,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,537560.0,178580.0,,Tower Hamlets 031,Tower Hamlets 031B,,,,,,999,,,1,East of England & North East London,,6107574.0,,E02000894,E01004275
