URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Ofsted_Rating,RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
137077,312,Hillingdon,5406.0,Rosedale College,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1660.0,2,No Special Classes,19-01-2017,670.0,395.0,275.0,22.6,3,Supported by a multi-academy trust,4397.0,THE ROSEDALE HEWENS ACADEMY TRUST,Linked to a sponsor,The Rosedale Hewens Academy Trust,Not applicable,,,10034743.0,,Not applicable,02-11-2016,0,Not applicable,17-09-2017,Wood End Green Road,,,Hayes,Middlesex,UB3 2SE,http://www.rosedalecollege.uk,2085732097.0,Ms,Heidi,Faure,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000017,Hillingdon,E05000325,Botwell,E14000737,Hayes and Harlington,A1,Urban major conurbation,E09000017,509083.0,181288.0,,Hillingdon 024,Hillingdon 024B,,,,,,999,,,1,South Central & North West London,,100023415983.0,,E02000517,E01002401
137078,312,Hillingdon,5407.0,Hewens College,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),750.0,2,No Special Classes,19-01-2017,321.0,175.0,145.0,23.3,3,Supported by a multi-academy trust,4397.0,THE ROSEDALE HEWENS ACADEMY TRUST,Linked to a sponsor,The Rosedale Hewens Academy Trust,Not applicable,,,10034813.0,,Not applicable,11-11-2015,0,Not applicable,05-04-2018,Hewens Road,,,Hayes,Middlesex,UB4 8JP,http://www.hewenscollege.co.uk/,2085731039.0,Mrs,Catriona,Lund,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Resource Provision,19.0,24.0,,,H,London,E09000017,Hillingdon,E05000328,Charville,E14000737,Hayes and Harlington,A1,Urban major conurbation,E09000017,508346.0,182206.0,,Hillingdon 018,Hillingdon 018B,,,,,,999,,,1,South Central & North West London,,100023417259.0,,E02000511,E01002423
137088,317,Redbridge,4800.0,The Palmer Catholic Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC04,Diocese of Brentwood,1,Comprehensive (secondary),1138.0,2,No Special Classes,19-01-2017,1111.0,655.0,455.0,19.3,5,Supported by a single-academy trust,4129.0,THE GOOD SHEPHERD CATHOLIC TRUST,-,,Not applicable,,,10034821.0,,Not applicable,28-02-2017,0,Not applicable,23-10-2017,Aldborough Road South,Seven Kings,,Ilford,Essex,IG3 8EU,www.thepalmercatholicacademy.org,2085903808.0,,Allison,Moise-Dixon,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000026,Redbridge,E05000510,Newbury,E14000760,Ilford South,A1,Urban major conurbation,E09000026,545277.0,187125.0,,Redbridge 020,Redbridge 020D,,,,,,999,,,1,East of England & North East London,,10034922990.0,,E02000770,E01003757
137093,208,Lambeth,5402.0,Dunraven School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,7,All through,4.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1767.0,2,No Special Classes,19-01-2017,1512.0,750.0,765.0,14.3,5,Supported by a single-academy trust,2965.0,THE DUNRAVEN EDUCATIONAL TRUST,-,,Not applicable,,,10034534.0,,Not applicable,15-10-2014,0,Not applicable,17-09-2017,94-98 Leigham Court Road,Streatham,,London,,SW16 2QB,http://www.dunraven.org.uk/,2086965600.0,,David,Boyle,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000022,Lambeth,E05000432,Streatham Wells,E14000978,Streatham,A1,Urban major conurbation,E09000022,530821.0,172106.0,,Lambeth 027,Lambeth 027E,,,,,,999,,,2,South East & South London,,100023572074.0,,E02000644,E01003152
137094,308,Enfield,5404.0,Enfield Grammar School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,1,Boys,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1111.0,2,No Special Classes,19-01-2017,1109.0,1110.0,0.0,10.8,5,Supported by a single-academy trust,3038.0,ENFIELD GRAMMAR SCHOOL,-,,Not applicable,,,10034654.0,,Not applicable,28-02-2018,0,Not applicable,18-05-2018,Market Place,,,Enfield,,EN2 6LN,http://www.enfieldgrammar.org/,2083631095.0,Mr,Christopher,Lamb,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000210,Town,E14000691,Enfield North,A1,Urban major conurbation,E09000010,532700.0,196652.0,,Enfield 008,Enfield 008B,,,,,,999,,,1,South Central & North West London,,207178764.0,,E02000284,E01001536
137114,306,Croydon,2013.0,Ark Oval Primary Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2011,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,630.0,0,Not applicable,19-01-2017,552.0,275.0,275.0,29,3,Supported by a multi-academy trust,2157.0,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,,10034921.0,,Not applicable,17-05-2016,0,Not applicable,17-09-2017,98 Cherry Orchard Road,,,Croydon,Surrey,CR0 6BA,www.arkovalprimary.org,2086883000.0,Ms,Ali,Silke,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000146,Addiscombe,E14000654,Croydon Central,A1,Urban major conurbation,E09000008,533053.0,166054.0,,Croydon 022,Croydon 022A,,,,,,999,,,1,South East & South London,,100022907702.0,,E02000215,E01000975
137121,305,Bromley,4000.0,Harris Academy Beckenham,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2011,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,None,0000,Not applicable,1,Comprehensive (secondary),1320.0,2,No Special Classes,19-01-2017,1031.0,755.0,280.0,16.6,3,Supported by a multi-academy trust,3320.0,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,,10034922.0,,Not applicable,07-06-2017,0,Not applicable,07-12-2017,Manor Way,,,Beckenham,Kent,BR3 3SJ,http://www.harrisbeckenham.org.uk/,2086508694.0,Miss,Rebecca,Hickey,Executive Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000120,Kelsey and Eden Park,E14000551,Beckenham,A1,Urban major conurbation,E09000006,537430.0,168596.0,,Bromley 012,Bromley 012D,,,,,,999,,,2,South East & South London,,100022894465.0,,E02000138,E01000770
137131,302,Barnet,4208.0,Queen Elizabeth's Girls' School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1146.0,2,No Special Classes,19-01-2017,1038.0,0.0,1040.0,18.9,5,Supported by a single-academy trust,4277.0,QUEEN ELIZABETH'S GIRLS' SCHOOL (BARNET),-,,Not applicable,,,10034587.0,,Not applicable,22-04-2016,0,Not applicable,17-09-2017,High Street,,,Barnet,Hertfordshire,EN5 5RR,www.qegschool.org.uk,2084492984.0,,Violet,Walker,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000003,Barnet,E05000056,High Barnet,E14000636,Chipping Barnet,A1,Urban major conurbation,E09000003,524845.0,196314.0,,Barnet 001,Barnet 001C,,,,,,999,,,1,South Central & North West London,,200206284.0,,E02000024,E01000250
137138,303,Bexley,4002.0,Bexleyheath Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2011,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,None,0000,Not applicable,1,Comprehensive (secondary),1900.0,0,Not applicable,19-01-2017,1631.0,845.0,785.0,17,3,Supported by a multi-academy trust,3771.0,LONDON ACADEMIES ENTERPRISE TRUST,Linked to a sponsor,Academies Enterprise Trust (AET),Not applicable,,,10034964.0,,Not applicable,05-05-2016,0,Not applicable,27-03-2018,Woolwich Road,,,Bexleyheath,Kent,DA6 7DA,http://www.bexleyheathacademy.org/,2083035696.0,Mr,Dan,Steel,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000004,Bexley,E05000069,Christchurch,E14000558,Bexleyheath and Crayford,A1,Urban major conurbation,E09000004,549194.0,175388.0,,Bexley 015,Bexley 015C,,,,,,999,,,-1,South East & South London,,10011861888.0,,E02000079,E01000365
137177,310,Harrow,4033.0,Harrow High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1100.0,2,No Special Classes,19-01-2017,827.0,495.0,330.0,14.4,5,Supported by a single-academy trust,3324.0,HARROW HIGH SCHOOL,-,,Not applicable,,,10034609.0,,Not applicable,13-03-2018,0,Not applicable,18-05-2018,Gayton Road,,,Harrow,,HA1 2JG,http://www.hhsweb.org/,2088617300.0,Mr,Paul,Gamble,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000015,Harrow,E05000288,Greenhill,E14000732,Harrow West,A1,Urban major conurbation,E09000015,515974.0,188106.0,,Harrow 023,Harrow 023B,,,,,,999,,,1,South Central & North West London,,10002294272.0,,E02000455,E01002127
137178,310,Harrow,4032.0,Bentley Wood High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1304.0,1,Has Special Classes,19-01-2017,1127.0,0.0,1125.0,16.6,3,Supported by a multi-academy trust,4935.0,THE BENTLEY WOOD TRUST,Linked to a sponsor,Bentley Wood High School,Not applicable,,,10034650.0,,Not applicable,11-05-2012,0,Not applicable,17-09-2017,Clamp Hill,,,Stanmore,,HA7 3JW,http://www.bentleywood.harrow.sch.uk/,2089543623.0,Dr,Janice,Howkins,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000015,Harrow,E05000303,Stanmore Park,E14000731,Harrow East,A1,Urban major conurbation,E09000015,515553.0,192260.0,,Harrow 001,Harrow 001C,,,,,,999,,,2,South Central & North West London,,,,E02000433,E01002225
137181,202,Camden,4000.0,The UCL Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2012,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,None,0000,Not applicable,1,Comprehensive (secondary),1150.0,0,Not applicable,19-01-2017,1048.0,550.0,495.0,25.9,5,Supported by a single-academy trust,5140.0,THE UCL ACADEMY,Linked to a sponsor,University College London (UCL),Not applicable,,,10035564.0,,Not applicable,24-06-2016,0,Not applicable,17-09-2017,Adelaide Road,,Swiss Cottage,Camden,,NW3 3AQ,http://www.uclacademy.co.uk,2074493080.0,,Simon,McBride,Co-Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000144,Swiss Cottage,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,526867.0,184105.0,,Camden 017,Camden 017C,,,,,,999,,,1,South Central & North West London,,5156776.0,,E02000182,E01000963
137195,306,Croydon,2008.0,David Livingstone Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,240.0,2,No Special Classes,19-01-2017,231.0,125.0,105.0,27.3,3,Supported by a multi-academy trust,4836.0,STEP ACADEMY TRUST,Linked to a sponsor,STEP ACADEMY TRUST,Not applicable,,,10034781.0,,Not applicable,02-03-2017,0,Not applicable,08-06-2018,Northwood Road,,,Thornton Heath,Surrey,CR7 8HX,,2086534240.0,Mr,Ryan,Ardé,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,H,London,E09000008,Croydon,E05000166,Upper Norwood,E14000655,Croydon North,A1,Urban major conurbation,E09000008,532387.0,169539.0,,Croydon 002,Croydon 002D,,,,,,999,,,-1,South East & South London,,100022916554.0,,E02000195,E01001160
137197,311,Havering,4000.0,Hall Mead School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,16.0,1,No boarders,Not applicable,2,Does not have a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),982.0,2,No Special Classes,19-01-2017,956.0,515.0,440.0,6.8,3,Supported by a multi-academy trust,16251.0,EMPOWER LEARNING ACADEMY TRUST,-,,Not applicable,,,10034666.0,,Not applicable,07-02-2013,0,Not applicable,17-09-2017,Marlborough Gardens,,,Upminster,Essex,RM14 1SF,http://www.hallmeadschool.com/,1708225684.0,Mr,Simon,London,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000016,Havering,E05000307,Cranham,E14000751,Hornchurch and Upminster,A1,Urban major conurbation,E09000016,556865.0,187459.0,,Havering 019,Havering 019B,,,,,,999,,,2,East of England & North East London,,100021409650.0,,E02000482,E01002254
137198,310,Harrow,4027.0,Rooks Heath College,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1250.0,2,No Special Classes,19-01-2017,1061.0,575.0,490.0,13.3,3,Supported by a multi-academy trust,16755.0,TITHE ACADEMY,-,,Not applicable,,,10034822.0,,Not applicable,05-07-2012,0,Not applicable,17-09-2017,Eastcote Lane,South Harrow,,Harrow,,HA2 9AH,http://rooksheath.harrow.sch.uk/,2084224675.0,Dr,John,Reavley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000015,Harrow,E05000301,Roxbourne,E14000732,Harrow West,A1,Urban major conurbation,E09000015,512955.0,186076.0,,Harrow 031,Harrow 031B,,,,,,999,,,2,South Central & North West London,,100023029495.0,,E02000463,E01002215
137199,310,Harrow,4022.0,Canons High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1200.0,2,No Special Classes,19-01-2017,1197.0,720.0,475.0,11.5,3,Supported by a multi-academy trust,16255.0,CANONS HIGH SCHOOL,-,,Not applicable,,,10034661.0,,Not applicable,19-06-2013,0,Not applicable,17-09-2017,Shaldon Road,,,Edgware,,HA8 6AN,www.canons.harrow.sch.uk,2089515780.0,,Keven,Bartle,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000015,Harrow,E05000299,Queensbury,E14000731,Harrow East,A1,Urban major conurbation,E09000015,518709.0,190352.0,,Harrow 010,Harrow 010D,,,,,,999,,,2,South Central & North West London,,100021247291.0,,E02000442,E01002200
137204,310,Harrow,4020.0,Hatch End High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1874.0,2,No Special Classes,19-01-2017,1365.0,770.0,595.0,16.8,5,Supported by a single-academy trust,3341.0,HATCH END HIGH SCHOOL,-,,Not applicable,,,10034669.0,,Not applicable,27-03-2018,0,Not applicable,18-06-2018,Headstone Lane,,,Harrow,,HA3 6NR,www.hatchend.harrow.sch.uk,2084284330.0,Ms,Sue,Maguire,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000015,Harrow,E05000291,Hatch End,E14000906,"Ruislip, Northwood and Pinner",A1,Urban major conurbation,E09000015,513935.0,190977.0,,Harrow 006,Harrow 006D,,,,,,999,,,1,South Central & North West London,,10002293480.0,,E02000438,E01002151
137216,305,Bromley,2002.0,Balgowan Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,680.0,2,No Special Classes,19-01-2017,682.0,355.0,330.0,3.2,5,Supported by a single-academy trust,2225.0,BALGOWAN PRIMARY SCHOOL,-,,Not applicable,,,10034594.0,,Not applicable,29-11-2017,0,Not applicable,18-01-2018,Balgowan Road,,,Beckenham,Kent,BR3 4HJ,http://www.balgowan.bromley.sch.uk/,2086586374.0,Mrs,Maria,Veysey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000112,Clock House,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000006,536503.0,169103.0,,Bromley 041,Bromley 041A,,,,,,999,,,1,South East & South London,,100022895468.0,,E02006787,E01000707
137221,307,Ealing,5403.0,Drayton Manor High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1582.0,2,No Special Classes,19-01-2017,1540.0,785.0,755.0,16.9,5,Supported by a single-academy trust,2959.0,DRAYTON MANOR HIGH SCHOOL ACADEMY TRUST,-,,Not applicable,,,10034606.0,,Not applicable,25-05-2012,0,Not applicable,17-09-2017,Drayton Bridge Road,Hanwell,,London,,W7 1EU,http://www.draytonmanorhighschool.co.uk/,2083571900.0,Sir,Pritpal,Singh,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000180,Hobbayne,E14000675,Ealing North,A1,Urban major conurbation,E09000009,515577.0,180978.0,,Ealing 022,Ealing 022B,,,,,,999,,,2,South Central & North West London,,12140962.0,,E02000259,E01001288
137233,311,Havering,5403.0,Sacred Heart of Mary Girls' School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,3,Roman Catholic,Does not apply,RC04,Diocese of Brentwood,1,Comprehensive (secondary),797.0,2,No Special Classes,19-01-2017,827.0,0.0,825.0,3.3,5,Supported by a single-academy trust,4435.0,SACRED HEART OF MARY GIRLS' SCHOOL,-,,Not applicable,,,10034778.0,,Not applicable,22-11-2013,0,Not applicable,17-09-2017,St Mary's Lane,,,Upminster,Essex,RM14 2QR,http://www.sacredheartofmary.net/,1708222660.0,,Kim,O'Neill,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000016,Havering,E05000323,Upminster,E14000751,Hornchurch and Upminster,A1,Urban major conurbation,E09000016,555627.0,186604.0,,Havering 022,Havering 022E,,,,,,999,,,2,East of England & North East London,,100023215512.0,,E02000485,E01002386
137242,305,Bromley,2024.0,Valley Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,2,Primary,5.0,11.0,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,2,No Special Classes,19-01-2017,476.0,245.0,230.0,8.8,3,Supported by a multi-academy trust,2824.0,CONNECT SCHOOLS ACADEMY TRUST,Linked to a sponsor,Connect Schools Academy Trust,Not applicable,,,10034673.0,,Not applicable,03-10-2014,0,Not applicable,08-01-2018,Beckenham Lane,,,Bromley,Kent,BR2 0DA,www.valleyprimary.co.uk/,2084601121.0,Mr,Stephen,Jackson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000109,Bromley Town,E14000604,Bromley and Chislehurst,A1,Urban major conurbation,E09000006,539599.0,169471.0,,Bromley 018,Bromley 018C,,,,,,999,,,1,South East & South London,,100022891266.0,,E02000144,E01000677
137244,305,Bromley,3510.0,Biggin Hill Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2011,99,,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,458.0,2,No Special Classes,19-01-2017,355.0,180.0,175.0,4.8,3,Supported by a multi-academy trust,2611.0,CHARLES DARWIN ACADEMY TRUST,-,,Not applicable,,,10034610.0,,Not applicable,07-06-2017,0,Not applicable,27-03-2018,Old Tye Avenue,Biggin Hill,,Westerham,Kent,TN16 3LY,www.bigginhillprimary.com,1959575846.0,,James,Ellis,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000107,Biggin Hill,E14000872,Orpington,C1,Urban city and town,E09000006,542282.0,159261.0,,Bromley 042,Bromley 042A,,,,,,999,,,1,South East & South London,,10070004907.0,,E02006789,E01000658
137323,213,Westminster,2000.0,Ark Atwood Primary Academy,35,Free schools,11,Free Schools,1,Open,6,New Provision,15-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,450.0,0,Not applicable,19-01-2017,398.0,215.0,180.0,10.4,3,Supported by a multi-academy trust,2157.0,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,,10035321.0,,Not applicable,11-07-2013,0,Not applicable,17-09-2017,Amberley Road,Westminster,,London,,W9 2JY,www.arkatwoodprimary.org/,2072667070.0,,Daniel,Upfield,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000033,Westminster,E05000648,Westbourne,E14001036,Westminster North,A1,Urban major conurbation,E09000033,525556.0,182007.0,,Westminster 010,Westminster 010A,,,,,,999,,,2,South Central & North West London,,10033623020.0,,E02000969,E01004754
137328,320,Waltham Forest,1107.0,Burnside Secondary PRU,14,Pupil referral unit,4,LA maintained schools,1,Open,1,Result of Amalgamation,12-09-2011,99,,,0,Not applicable,11.0,16.0,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,56.0,0,Not applicable,19-01-2017,96.0,70.0,30.0,17.7,0,Not applicable,,,Not applicable,,Not applicable,,,10035323.0,,Not applicable,07-07-2016,0,Not applicable,17-04-2018,Burnside Avenue,2 Burnside Avenue,Chingford,London,,E4 8YJ,www.Hawkswoodgroup.org.uk,2082894740.0,Ms,Bridget,Solecka,,Not applicable,,,,Does not provide places for Teen Mothers,,Does not have child care facilities,PRU Does have Provision for SEN,PRU Does have EBD provision,45.0,PRU does offer full time provision,PRU does offer tuition by another provider,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000031,Waltham Forest,E05000607,Valley,E14000634,Chingford and Woodford Green,A1,Urban major conurbation,E09000031,536979.0,191832.0,,Waltham Forest 006,Waltham Forest 006D,,,,,,999,,1108.0,1,East of England & North East London,,10009141726.0,,E02000900,E01004455
